rid,datetime,host,src,proto,type,spt,dpt,srcstr,cc,country,locale,latitude,longitude,Label
10.42.0.211-23.206.125.17-38445-80-6,07-05-13 12:58,groucho-eu,3076197948,TCP,Hotel,43825,3128,183.91.14.60,VN,Vietnam,,16,106,1
172.217.12.129-10.42.0.42-443-57902-6,07-05-13 13:03,groucho-oregon,844238273,TCP,Retail,1666,445,50.82.13.193,US,United States,Iowa,41.0387,-92.3579,0
172.217.10.74-10.42.0.42-443-43965-6,07-05-13 13:03,groucho-oregon,1033956375,TCP,"Financial,Credit Reporting",6000,1433,61.160.236.23,CN,China,Jiangsu Sheng,32.0617,118.7778,1
172.217.11.14-10.42.0.151-443-37065-6,07-05-13 13:03,groucho-oregon,844238273,TCP,Financial,1666,445,50.82.13.193,US,United States,Iowa,41.0387,-92.3579,0
205.204.101.182-10.42.0.211-443-51843-6,07-05-13 12:57,groucho-singapore,3351332472,ICMP,Telecoms,,,199.193.70.120,US,United States,California,37.567,-121.9829,0
172.217.11.35-10.42.0.151-443-33184-6,07-05-13 13:05,groucho-eu,987417803,TCP,Political,6000,1433,58.218.204.203,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.151-47.89.67.224-59130-443-6,07-05-13 13:07,groucho-tokyo,1017728385,TCP,Hotel,6000,1998,60.169.77.129,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.42-52.84.28.215-60679-443-6,07-05-13 13:09,groucho-oregon,2006157926,TCP,Retail,6000,1433,119.147.138.102,CN,China,Guangdong,23.1167,113.25,0
10.42.0.151-91.190.218.66-59786-12350-6,07-05-13 13:09,groucho-oregon,2043089276,TCP,Media,6000,1433,121.199.17.124,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.211-31.13.80.5-54129-443-6,07-05-13 13:10,groucho-tokyo,1964611124,TCP,"Web,Tech",6000,3389,117.25.150.52,CN,China,Fujian,26.0614,119.3061,1
10.42.0.151-10.42.0.1-56670-53-17,07-05-13 13:14,groucho-oregon,3549796166,TCP,Fashion,6000,3306,211.149.151.70,CN,China,Sichuan Sheng,30.6667,104.0667,0
10.42.0.211-47.89.69.217-38707-443-6,07-05-13 13:14,groucho-oregon,2382654730,TCP,Question & Answer,6000,1433,142.4.109.10,US,United States,California,37.3887,-122.0188,0
208.80.154.224-10.42.0.211-80-57335-6,07-05-13 13:15,groucho-oregon,2031022060,TCP,Military,6000,1433,121.14.239.236,CN,China,Guangdong,23.1167,113.25,0
172.217.6.206-10.42.0.151-443-43785-6,07-05-13 13:08,groucho-singapore,3740323306,TCP,"Consulting,Accounting",60566,1433,222.240.205.234,CN,China,Hunan,28.1792,113.1136,1
10.42.0.211-10.42.0.1-63525-53-17,07-05-13 13:08,groucho-singapore,3233506890,UDP,"Financial,Credit Reporting",58099,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,1
172.217.9.238-10.42.0.151-443-36149-6,07-05-13 13:19,groucho-oregon,3225808103,TCP,Financial,6000,1433,192.69.236.231,US,United States,California,37.567,-121.9829,1
172.217.11.14-10.42.0.151-443-38222-6,07-05-13 13:18,groucho-tokyo,2169670188,ICMP,Telecoms,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
10.42.0.211-125.39.83.108-51018-443-6,07-05-13 13:18,groucho-tokyo,2169670188,ICMP,Political,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
10.42.0.42-106.11.94.6-50600-443-6,07-05-13 13:19,groucho-oregon,1466578810,TCP,Hotel,12323,5900,87.106.55.122,DE,Germany,,51,9,0
10.42.0.151-14.17.42.57-55287-80-6,07-05-13 13:10,groucho-singapore,2169670188,ICMP,Retail,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
10.42.0.1-10.42.0.42-53-41047-17,07-05-13 13:10,groucho-singapore,2169670188,ICMP,Media,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,0
198.11.188.80-10.42.0.211-443-53952-6,07-05-13 13:19,groucho-tokyo,3417478163,ICMP,"Web,Tech",,,203.178.148.19,JP,Japan,,35.69,139.69,0
10.42.0.211-77.234.44.201-44650-80-6,07-05-13 13:19,groucho-tokyo,3417478163,ICMP,Fashion,,,203.178.148.19,JP,Japan,,35.69,139.69,0
8.0.6.4-8.6.0.1-0-0-0,07-05-13 13:15,zeppo-norcal,1422401102,UDP,Question & Answer,58380,53,84.200.30.78,DE,Germany,,51,9,1
202.77.129.150-10.42.0.211-443-60661-6,07-05-13 13:20,groucho-tokyo,2152257520,TCP,Military,1486,445,128.72.215.240,RU,Russia,,60,100,0
10.42.0.211-64.71.142.120-55484-443-6,07-05-13 13:21,groucho-tokyo,2152257520,TCP,"Consulting,Accounting",1486,445,128.72.215.240,RU,Russia,,60,100,1
172.217.12.202-10.42.0.211-443-55142-6,07-05-13 13:23,groucho-sydney,2382654932,TCP,"Financial,Credit Reporting",6000,1433,142.4.109.212,US,United States,California,37.3887,-122.0188,0
10.42.0.211-10.42.0.1-43265-53-17,07-05-13 13:16,groucho-singapore,3730386501,TCP,Financial,6000,1433,222.89.46.69,CN,China,Henan Sheng,34.6836,113.5325,1
10.42.0.211-87.240.165.91-38509-443-6,07-05-13 13:26,groucho-tokyo,3657761621,TCP,Telecoms,6000,4899,218.5.3.85,CN,China,Fujian,26.0614,119.3061,0
172.217.12.170-10.42.0.42-443-45663-6,07-05-13 13:19,groucho-singapore,3719344602,ICMP,Political,,,221.176.177.218,CN,China,,35,105,1
182.22.67.92-10.42.0.42-443-44187-6,07-05-13 13:19,groucho-singapore,3719344602,ICMP,Hotel,,,221.176.177.218,CN,China,,35,105,1
172.217.6.206-10.42.0.42-443-37750-6,07-05-13 13:29,groucho-sa,2086646534,TCP,Retail,6000,3389,124.95.179.6,CN,China,Liaoning,41.7922,123.4328,0
10.42.0.151-61.135.185.139-49803-80-6,07-05-13 13:21,groucho-norcal,2086646534,TCP,"Financial,Credit Reporting",6000,3389,124.95.179.6,CN,China,Liaoning,41.7922,123.4328,1
10.42.0.211-36.248.26.152-59350-80-6,07-05-13 13:23,zeppo-norcal,2086646534,TCP,Financial,6000,3389,124.95.179.6,CN,China,Liaoning,41.7922,123.4328,0
10.42.0.211-52.88.110.117-41438-443-6,07-05-13 13:26,groucho-eu,2086646534,TCP,Telecoms,6000,3389,124.95.179.6,CN,China,Liaoning,41.7922,123.4328,0
208.185.50.45-10.42.0.151-443-49832-6,07-05-13 13:29,groucho-oregon,844154941,TCP,Political,3010,23,50.80.200.61,US,United States,Georgia,31.469,-83.5773,1
10.42.0.211-10.42.0.1-13690-53-17,07-05-13 13:29,groucho-sydney,2086646534,TCP,Hotel,6000,3389,124.95.179.6,CN,China,Liaoning,41.7922,123.4328,1
10.42.0.211-10.42.0.1-5351-41092-17,07-05-13 13:30,groucho-oregon,2682422470,TCP,Retail,6000,3389,159.226.132.198,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-10.42.0.1-47755-53-17,07-05-13 13:37,groucho-oregon,2928226858,TCP,Media,18205,5900,174.137.50.42,CA,Canada,Ontario,43.257,-79.8697,1
172.217.9.238-10.42.0.42-443-59353-6,07-05-13 13:37,groucho-oregon,2928226858,TCP,"Web,Tech",18205,5900,174.137.50.42,CA,Canada,Ontario,43.257,-79.8697,0
10.42.0.211-10.42.0.1-54762-53-17,07-05-13 13:31,groucho-norcal,3076197948,TCP,Fashion,43825,3128,183.91.14.60,VN,Vietnam,,16,106,1
10.42.0.211-121.14.255.83-36029-80-6,07-05-13 13:33,zeppo-norcal,3076197948,TCP,Question & Answer,43825,3128,183.91.14.60,VN,Vietnam,,16,106,0
10.42.0.151-10.42.0.1-5351-43359-17,07-05-13 13:31,groucho-singapore,1033070424,TCP,Military,6000,1433,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.211-10.42.0.1-17741-53-17,07-05-13 13:41,groucho-oregon,2382654936,TCP,"Consulting,Accounting",6000,1433,142.4.109.216,US,United States,California,37.3887,-122.0188,0
10.42.0.211-106.11.93.16-53091-443-6,07-05-13 13:33,groucho-singapore,1965620642,TCP,"Financial,Credit Reporting",6000,1433,117.40.253.162,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.151-10.42.0.1-60628-53-17,07-05-13 13:44,groucho-oregon,1887175021,TCP,Financial,6000,1433,112.124.1.109,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-31.13.65.52-51003-443-6,07-05-13 13:44,groucho-oregon,1945102082,TCP,Telecoms,6000,1433,115.239.231.2,CN,China,Zhejiang Sheng,30.2936,120.1614,0
10.42.0.211-104.192.110.245-57059-443-6,07-05-13 13:44,groucho-tokyo,3661500464,TCP,Political,6000,1433,218.62.16.48,CN,China,Jilin Sheng,43.88,125.3228,0
10.42.0.211-31.13.71.40-45436-443-6,07-05-13 13:36,groucho-singapore,2148116578,ICMP,Hotel,,,128.9.168.98,US,United States,California,33.9777,-118.4351,1
203.205.147.229-10.42.0.151-80-56202-6,07-05-13 13:36,groucho-singapore,2148116578,ICMP,Retail,,,128.9.168.98,US,United States,California,33.9777,-118.4351,1
10.42.0.211-10.42.0.1-49591-53-17,07-05-13 13:46,groucho-oregon,1032745077,TCP,Media,6000,4899,61.142.112.117,CN,China,Guangdong,21.3226,110.5829,0
172.217.10.10-10.42.0.151-443-36848-6,07-05-13 13:37,groucho-singapore,3417478163,ICMP,"Web,Tech",,,203.178.148.19,JP,Japan,,35.69,139.69,0
151.101.20.166-10.42.0.151-443-58979-6,07-05-13 13:37,groucho-singapore,3417478163,ICMP,Fashion,,,203.178.148.19,JP,Japan,,35.69,139.69,0
172.217.12.206-10.42.0.151-443-52144-6,07-05-13 13:47,groucho-oregon,1931227115,TCP,Question & Answer,15670,3389,115.28.47.235,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.211-50.18.248.150-54008-443-6,07-05-13 13:40,groucho-singapore,3683938250,TCP,Military,6000,65500,219.148.111.202,CN,China,Hebei,39.8897,115.275,1
10.42.0.211-54.243.169.39-45056-443-6,07-05-13 13:49,groucho-oregon,387159643,TCP,"Consulting,Accounting",6000,3306,23.19.150.91,US,United States,California,34.0438,-118.2512,1
239.255.255.250-10.42.0.151-1900-46119-17,07-05-13 13:50,groucho-oregon,3507831403,TCP,"Financial,Credit Reporting",6000,1433,209.21.66.107,US,United States,California,37.7909,-122.4017,1
203.205.128.137-10.42.0.151-80-51711-6,07-05-13 13:44,groucho-norcal,1522333891,ICMP,Financial,,,90.188.248.195,RU,Russia,Irkutskaya Oblast',52.2978,104.2964,1
172.217.3.110-10.42.0.151-443-56751-6,07-05-13 13:44,groucho-norcal,1522333891,ICMP,Telecoms,,,90.188.248.195,RU,Russia,Irkutskaya Oblast',52.2978,104.2964,0
172.217.12.205-10.42.0.42-443-42910-6,07-05-13 13:44,groucho-singapore,1490090065,TCP,Political,37016,3128,88.208.248.81,GB,United Kingdom,Gloucestershire,51.8333,-2.25,1
10.42.0.151-10.42.0.1-37548-53-17,07-05-13 13:53,groucho-oregon,3657779333,TCP,Hotel,6000,1433,218.5.72.133,CN,China,Fujian,26.0614,119.3061,0
172.217.9.238-10.42.0.151-443-57856-6,07-05-13 13:52,groucho-tokyo,1017974357,TCP,Retail,6000,8080,60.173.14.85,CN,China,Anhui Sheng,31.8639,117.2808,0
182.22.25.252-10.42.0.211-443-38327-6,07-05-13 13:54,groucho-tokyo,3657780647,TCP,"Financial,Credit Reporting",6000,1433,218.5.77.167,CN,China,Fujian,26.0614,119.3061,0
172.217.12.163-10.42.0.211-443-44040-6,07-05-13 13:56,groucho-sydney,2999115656,TCP,Financial,60752,445,178.194.223.136,CH,Switzerland,Bern,46.9622,7.4584,1
183.79.248.124-10.42.0.151-443-35971-6,07-05-13 13:56,groucho-sydney,2999115656,TCP,Telecoms,60752,445,178.194.223.136,CH,Switzerland,Bern,46.9622,7.4584,0
10.42.0.42-52.84.1.250-36737-80-6,07-05-13 13:56,groucho-sydney,1904247281,TCP,Political,8888,1433,113.128.129.241,CN,China,Shandong Sheng,36.6683,116.9972,1
172.217.12.131-10.42.0.151-443-54528-6,07-05-13 13:56,groucho-sydney,1904247281,TCP,Hotel,8888,8080,113.128.129.241,CN,China,Shandong Sheng,36.6683,116.9972,0
10.42.0.151-104.244.43.99-50130-443-6,07-05-13 13:55,groucho-eu,1914955600,TCP,Retail,2784,23,114.35.231.80,TW,Taiwan,Taipei,25.0392,121.525,1
172.217.6.234-10.42.0.211-443-55425-6,07-05-13 13:50,groucho-singapore,3657828599,TCP,Media,6000,1433,218.6.8.247,CN,China,Fujian,26.0614,119.3061,0
172.217.10.78-10.42.0.151-443-42398-6,07-05-13 14:01,groucho-sa,1867181885,TCP,"Web,Tech",6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,1
157.240.2.20-10.42.0.211-443-58169-6,07-05-13 13:55,zeppo-norcal,1867181885,TCP,Fashion,6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.211-10.42.0.1-60185-53-17,07-05-13 13:53,groucho-norcal,1867181885,TCP,Question & Answer,6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-10.42.0.1-50277-53-17,07-05-13 13:47,groucho-us-east,1867181885,TCP,Military,6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,1
216.58.219.234-10.42.0.211-443-42992-6,07-05-13 13:58,groucho-eu,1867181885,TCP,"Consulting,Accounting",6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.3.110-10.42.0.151-443-39811-6,07-05-13 14:01,groucho-sydney,1867181885,TCP,"Financial,Credit Reporting",6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.10.33-10.42.0.211-443-41050-6,07-05-13 13:53,groucho-singapore,1033956375,TCP,Financial,6000,1433,61.160.236.23,CN,China,Jiangsu Sheng,32.0617,118.7778,1
203.205.147.229-10.42.0.211-80-51619-6,07-05-13 13:53,groucho-singapore,3736739572,TCP,Telecoms,6000,1433,222.186.30.244,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.151-10.42.0.1-11705-53-17,07-05-13 14:05,groucho-oregon,1867181885,TCP,Political,6000,3389,111.74.239.61,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-10.42.0.1-7237-53-17,07-05-13 14:09,groucho-tokyo,2111884196,TCP,Hotel,4540,8080,125.224.203.164,TW,Taiwan,Taipei,25.0392,121.525,1
10.42.0.211-10.42.0.1-55716-53-17,07-05-13 14:12,groucho-oregon,3226136189,TCP,Retail,6000,1433,192.74.238.125,US,United States,California,37.3887,-122.0188,0
180.149.135.239-10.42.0.211-80-45231-6,07-05-13 14:10,groucho-tokyo,3226133879,TCP,Media,6000,1433,192.74.229.119,US,United States,California,37.3887,-122.0188,1
172.217.10.230-10.42.0.42-443-49107-6,07-05-13 13:59,groucho-us-east,1380950563,TCP,"Web,Tech",4545,445,82.79.162.35,RO,Romania,,46,25,0
10.42.0.42-13.32.250.123-34877-443-6,07-05-13 14:06,groucho-singapore,1017973715,TCP,Fashion,6000,3306,60.173.11.211,CN,China,Anhui Sheng,31.8639,117.2808,1
173.194.66.113-10.42.0.211-443-39124-6,07-05-13 14:02,groucho-us-east,1906339870,TCP,Question & Answer,28575,445,113.160.112.30,VN,Vietnam,Thanh Pho Ha Noi,21.0333,105.85,0
10.42.0.151-10.42.0.1-50067-53-17,07-05-13 14:16,groucho-oregon,1931227115,TCP,Military,31384,3389,115.28.47.235,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-23.196.236.138-59981-443-6,07-05-13 14:18,groucho-sa,520353202,TCP,"Consulting,Accounting",29959,22,31.3.245.178,GB,United Kingdom,,51.5,-0.13,0
203.205.158.60-10.42.0.151-80-39578-6,07-05-13 14:12,zeppo-norcal,520353202,TCP,"Financial,Credit Reporting",29959,22,31.3.245.178,GB,United Kingdom,,51.5,-0.13,0
172.217.6.238-10.42.0.211-443-57327-6,07-05-13 14:10,groucho-norcal,520353202,TCP,Financial,29959,22,31.3.245.178,GB,United Kingdom,,51.5,-0.13,0
10.42.0.151-23.66.239.97-37029-443-6,07-05-13 14:03,groucho-us-east,520353202,TCP,Telecoms,29959,22,31.3.245.178,GB,United Kingdom,,51.5,-0.13,1
8.8.8.8-10.42.0.151-53-18229-17,07-05-13 14:14,groucho-eu,520353202,TCP,Political,29959,22,31.3.245.178,GB,United Kingdom,,51.5,-0.13,1
172.217.6.193-10.42.0.211-443-36548-6,07-05-13 14:17,groucho-sydney,520353202,TCP,Hotel,29959,22,31.3.245.178,GB,United Kingdom,,51.5,-0.13,0
10.42.0.42-52.52.163.229-45919-443-6,07-05-13 14:18,groucho-oregon,1019194044,TCP,Retail,39277,1433,60.191.170.188,CN,China,Jiangsu Sheng,32.4907,119.9081,0
10.42.0.151-10.42.0.1-65007-53-17,07-05-13 14:20,groucho-sa,1071271578,TCP,Advertising,32159,15694,63.218.78.154,US,United States,Virginia,38.9841,-77.3827,0
157.55.130.167-10.42.0.151-40019-59739-6,07-05-13 14:15,groucho-norcal,1964368651,TCP,Gaming,6000,1433,117.21.227.11,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.42-123.125.115.190-55908-80-6,07-05-13 14:17,zeppo-norcal,1964368651,TCP,Banking,6000,1433,117.21.227.11,CN,China,Jiangxi Sheng,28.55,115.9333,1
172.217.10.42-10.42.0.151-443-47070-6,07-05-13 14:24,groucho-oregon,2073504317,TCP,Transport,12220,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,1
10.42.0.211-23.208.106.113-34428-443-6,07-05-13 14:26,groucho-sa,1867181600,TCP,Healthcare,6000,3389,111.74.238.32,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.151-10.42.0.1-15797-53-17,07-05-13 14:16,groucho-singapore,520828936,ICMP,Web,,,31.11.56.8,NL,Netherlands,,52.5,5.75,1
10.42.0.211-10.42.0.1-53002-53-17,07-05-13 14:16,groucho-singapore,520828936,ICMP,Fashion,,,31.11.56.8,NL,Netherlands,,52.5,5.75,0
172.217.3.110-10.42.0.151-443-40433-6,07-05-13 14:25,groucho-oregon,3525468170,TCP,Question & Answer,6000,1433,210.34.96.10,CN,China,Fujian,26.0614,119.3061,1
172.217.6.195-10.42.0.151-443-51025-6,07-05-13 14:18,groucho-norcal,1867181600,TCP,"Government, Database",6000,3389,111.74.238.32,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.42-104.244.42.65-49729-443-6,07-05-13 14:20,zeppo-norcal,1867181600,TCP,Ticket Distribution,6000,3389,111.74.238.32,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.10.110-10.42.0.151-443-46573-6,07-05-13 14:12,groucho-us-east,1867181600,TCP,Consumer Goods,6000,3389,111.74.238.32,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-31.13.71.52-52891-443-6,07-05-13 14:23,groucho-eu,1867181600,TCP,Military,6000,3389,111.74.238.32,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.211-10.42.0.1-5008-53-17,07-05-13 14:23,groucho-eu,3144195244,TCP,"Consulting,Accounting",2308,23,187.104.156.172,BR,Brazil,Estado de Sao Paulo,-22.3667,-46.95,0
10.42.0.151-23.206.162.129-34289-80-6,07-05-13 14:25,groucho-tokyo,2148116578,ICMP,"Financial,Credit Reporting",,,128.9.168.98,US,United States,California,33.9777,-118.4351,1
172.217.10.80-10.42.0.42-443-44856-6,07-05-13 14:25,groucho-tokyo,2148116578,ICMP,Financial,,,128.9.168.98,US,United States,California,33.9777,-118.4351,0
183.79.248.252-10.42.0.151-443-41019-6,07-05-13 14:27,groucho-sydney,1867181600,TCP,Telecoms,6000,3389,111.74.238.32,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.211-119.146.74.32-51324-443-6,07-05-13 14:26,groucho-tokyo,3323217522,TCP,Political,30564,80,198.20.70.114,US,United States,Illinois,41.8825,-87.6441,0
10.42.0.211-117.121.27.10-55138-80-6,07-05-13 14:28,groucho-oregon,22882604,TCP,Hotel,6000,1433,1.93.41.44,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.151-10.42.0.1-26958-53-17,07-05-13 14:32,groucho-sa,2073504317,TCP,Retail,12213,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,1
180.76.147.97-10.42.0.42-80-57018-6,07-05-13 14:26,zeppo-norcal,2073504317,TCP,Media,12214,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,0
151.101.21.140-10.42.0.211-443-56710-6,07-05-13 14:24,groucho-norcal,2073504317,TCP,"Web,Tech",12208,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,1
10.42.0.211-10.42.0.1-19472-53-17,07-05-13 14:18,groucho-us-east,2073504317,TCP,Fashion,12233,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,0
172.217.3.110-10.42.0.151-443-34958-6,07-05-13 14:28,groucho-eu,2073504317,TCP,Question & Answer,12207,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,0
172.217.3.110-10.42.0.211-443-43717-6,07-05-13 14:32,groucho-sydney,2073504317,TCP,"Government, Database",12218,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,1
172.217.12.142-10.42.0.151-443-45721-6,07-05-13 14:30,groucho-tokyo,2087955947,TCP,Ticket Distribution,16102,445,124.115.173.235,CN,China,Shaanxi,34.2583,108.9286,1
10.42.0.211-47.89.68.225-57580-443-6,07-05-13 14:30,groucho-tokyo,2087955947,TCP,Consumer Goods,16102,445,124.115.173.235,CN,China,Shaanxi,34.2583,108.9286,0
222.73.28.96-10.42.0.42-80-43383-6,07-05-13 14:33,groucho-oregon,3341045011,TCP,Military,6000,1433,199.36.77.19,US,United States,California,37.567,-121.9829,1
216.58.217.99-10.42.0.42-80-48685-6,07-05-13 14:33,groucho-oregon,3634253934,TCP,"Consulting,Accounting",6000,1433,216.158.80.110,US,United States,California,34.053,-118.2642,0
172.217.10.3-10.42.0.151-443-58642-17,07-05-13 14:35,groucho-sa,2587249033,ICMP,"Financial,Credit Reporting",,,154.54.73.137,US,United States,,38,-97,1
216.58.219.196-10.42.0.42-443-45664-6,07-05-13 14:34,groucho-oregon,3495424867,TCP,Military,6000,1433,208.87.243.99,US,United States,California,34.0115,-117.8535,0
172.217.10.106-10.42.0.151-443-54407-6,07-05-13 14:34,groucho-oregon,2030870195,TCP,"Consulting,Accounting",6000,1521,121.12.158.179,CN,China,Guangdong,23.1167,113.25,1
10.42.0.42-119.146.74.33-47277-443-6,07-05-13 14:33,groucho-eu,701499566,ICMP,"Financial,Credit Reporting",,,41.208.8.174,ZA,South Africa,,-29,24,0
10.42.0.42-66.198.24.243-54382-80-6,07-05-13 14:33,groucho-eu,701499566,ICMP,Financial,,,41.208.8.174,ZA,South Africa,,-29,24,0
10.42.0.211-10.42.0.1-20807-53-17,07-05-13 14:29,groucho-norcal,3679416304,UDP,Telecoms,22727,40938,219.79.111.240,HK,Hong Kong,,22.2833,114.15,0
172.217.7.195-10.42.0.151-80-50743-6,07-05-13 14:30,groucho-norcal,3679416304,UDP,Political,22727,40938,219.79.111.240,HK,Hong Kong,,22.2833,114.15,0
162.208.20.178-10.42.0.151-443-34464-6,07-05-13 14:30,groucho-norcal,3679416304,UDP,Hotel,22727,40938,219.79.111.240,HK,Hong Kong,,22.2833,114.15,0
158.85.48.253-10.42.0.42-443-55918-6,07-05-13 14:38,groucho-oregon,1887185211,TCP,Retail,6000,1433,112.124.41.59,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.11.42-10.42.0.42-443-43192-6,07-05-13 14:37,groucho-tokyo,1595508666,TCP,Media,4031,445,95.25.135.186,RU,Russia,,60,100,1
10.42.0.211-23.21.95.195-34078-443-6,07-05-13 14:37,groucho-tokyo,1595508666,TCP,"Web,Tech",4031,445,95.25.135.186,RU,Russia,,60,100,0
151.101.1.140-10.42.0.211-443-38151-6,07-05-13 14:39,groucho-sydney,3085685431,TCP,Fashion,53415,445,183.235.210.183,CN,China,,35,105,0
157.240.2.20-10.42.0.42-443-57639-6,07-05-13 14:39,groucho-sydney,3085685431,TCP,Question & Answer,53415,445,183.235.210.183,CN,China,,35,105,0
172.217.11.10-10.42.0.151-443-34935-6,07-05-13 14:31,groucho-singapore,1944847380,TCP,Military,6000,1433,115.236.4.20,CN,China,Zhejiang Sheng,30.2936,120.1614,1
172.217.6.205-10.42.0.151-443-48634-6,07-05-13 14:31,groucho-singapore,3661430810,TCP,"Consulting,Accounting",6000,65500,218.61.0.26,CN,China,Liaoning,41.7922,123.4328,1
172.217.8.4-10.42.0.211-443-46313-6,07-05-13 14:39,groucho-tokyo,2689620797,TCP,"Financial,Credit Reporting",4418,445,160.80.91.61,IT,Italy,Rome,41.9,12.4833,1
10.42.0.211-10.42.0.1-53979-53-17,07-05-13 14:39,groucho-tokyo,2689620797,TCP,Financial,4418,445,160.80.91.61,IT,Italy,Rome,41.9,12.4833,1
10.42.0.211-10.42.0.1-23319-53-17,07-05-13 14:43,groucho-sa,1017973029,TCP,Telecoms,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-10.42.0.1-2162-53-17,07-05-13 14:36,zeppo-norcal,1017973029,TCP,Political,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,0
151.101.1.140-10.42.0.151-443-57752-6,07-05-13 14:35,groucho-norcal,1017973029,TCP,Hotel,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,1
152.163.56.2-10.42.0.151-443-46787-6,07-05-13 14:33,groucho-singapore,3078747143,TCP,Retail,6000,1433,183.129.244.7,CN,China,Zhejiang Sheng,30.2936,120.1614,0
